,zs_kmrd,zs_betago
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.01390866449848196,0.04892689381960963
7,0.018654036033273903,0.03280336638533648
8,0.018654036033273903,0.0
9,0.014242883988358159,0.032803366385336194
10,0.014242883988358159,0.032803366385336194
11,0.013908664498481771,0.03280336638533648
12,0.009536107990350274,0.03280336638533648
13,0.018654036033273834,0.04892689381960963
14,0.013908664498482375,0.032803366385336166
15,0.0,0.0
16,0.009536107990350345,0.03652396325109493
17,0.02625631234937215,0.11339298107807706
18,0.013896959287673625,0.04892689381960952
19,0.015726396804711034,0.0
20,0.010419455878815528,0.0
21,0.00950669433330921,0.03652396325109445
22,0.01865403603327383,0.048926893819609636
23,0.026262333246301027,0.048926893819609636
24,0.013902487955718051,0.0
25,0.0,0.0
26,0.01390866449848196,0.03280336638533634
27,0.018654036033273903,0.04892689381960963
28,0.018654036033273903,0.04892689381960963
29,0.021189763284236197,0.032803366385336194
30,0.014242883988358159,0.032803366385336194
31,0.018654036033273903,0.03280336638533648
32,0.02643243305222266,0.1133929810780769
33,0.026432433052222204,0.11339298107807701
34,0.01865403603327383,0.032803366385336166
35,0.013902487955718051,0.04892689381960941
36,0.013908664498482375,0.03280336638533652
37,0.02625631234937215,0.11339298107807706
38,0.02626155057416327,0.11339298107807731
39,0.015726396804711034,0.0
40,0.015726396804711034,0.0
41,0.013896959287673625,0.03652396325109445
42,0.02625631234937215,0.048926893819609636
43,0.026262333246301027,0.11339298107807706
44,0.026426386980859615,0.11339298107807701
45,0.0,0.0
46,0.018654036033273834,0.04892689381960963
47,0.02643243305222266,0.04892689381960963
48,0.018654036033273903,0.0
49,0.021189763284236197,0.04892689381960963
50,0.014242883988358159,0.04892689381960963
51,0.013908664498481771,0.03280336638533648
52,0.018654036033273903,0.04892689381960963
53,0.026432433052222204,0.11339298107807701
54,0.02643243305222231,0.048926893819609636
55,0.013902487955718051,0.04892689381960941
56,0.013908664498482375,0.03280336638533652
57,0.02625631234937215,0.11339298107807706
58,0.02626155057416327,0.11339298107807731
59,0.010419455878815528,0.0
60,0.010419455878815528,0.0
61,0.00950669433330921,0.03652396325109445
62,0.02625631234937215,0.11339298107807706
63,0.026262333246301027,0.048926893819609636
64,0.009536819180590194,0.0
65,0.0,0.0
66,0.01390866449848196,0.03280336638533634
67,0.02643243305222266,0.1133929810780769
68,0.018654036033273903,0.04892689381960963
69,0.03211396144429328,0.11339298107807703
70,0.014242883988358159,0.032803366385336194
71,0.009536107990350417,0.03280336638533648
72,0.018654036033273903,0.03280336638533648
73,0.026432433052222204,0.11339298107807701
74,0.013908664498482375,0.032803366385336166
75,0.0,0.0
76,0.009536107990350345,0.03280336638533652
77,0.02625631234937215,0.048926893819609636
78,0.018659285080646907,0.11339298107807731
79,0.010419455878815528,0.0
80,0.010419455878815528,0.0
81,0.00950669433330921,0.0
82,0.01865403603327383,0.048926893819609636
83,0.018654036033274007,0.048926893819609636
84,0.013902487955718051,0.03280336638533622
85,0.01865403603327383,0.032803366385336166
86,0.01390866449848196,0.0
87,0.018654036033273903,0.03280336638533648
88,0.018654036033273903,0.0
89,0.021189763284236197,0.032803366385336194
90,0.014242883988358159,0.032803366385336194
91,0.013908664498481771,0.03280336638533648
92,0.018654036033273903,0.04892689381960963
93,0.026432433052222204,0.03280336638533634
94,0.01865403603327383,0.048926893819609636
95,0.0,0.0
96,0.013908664498482375,0.03280336638533652
97,0.01865403603327383,0.048926893819609636
98,0.018659285080646907,0.04892689381960952
99,0.015726396804711034,0.0
